ALMACEN,SHIPTO,DIA,MES,A¥O,ARTICULO,DISPONIBLE
103-OBREGO,M3033036,26,12,2025,37910,10
103-OBREGO,M3033036,26,12,2025,38645,4
103-OBREGO,M3033036,26,12,2025,38727,10
103-OBREGO,M3033036,26,12,2025,38937,8
103-OBREGO,M3033036,26,12,2025,38984,10
103-OBREGO,M3033036,26,12,2025,39135,10
103-OBREGO,M3033036,26,12,2025,39315,1
103-OBREGO,M3033036,26,12,2025,39532,8
103-OBREGO,M3033036,26,12,2025,39747,4
103-OBREGO,M3033036,26,12,2025,39974,2
103-OBREGO,M3033036,26,12,2025,40065,4
103-OBREGO,M3033036,26,12,2025,40204,8
103-OBREGO,M3033036,26,12,2025,40421,1
103-OBREGO,M3033036,26,12,2025,40877,4
103-OBREGO,M3033036,26,12,2025,40964,7
103-OBREGO,M3033036,26,12,2025,41366,4
103-OBREGO,M3033036,26,12,2025,41581,2
103-OBREGO,M3033036,26,12,2025,42263,4
103-OBREGO,M3033036,26,12,2025,42347,4
103-OBREGO,M3033036,26,12,2025,42495,8
103-OBREGO,M3033036,26,12,2025,42604,4
103-OBREGO,M3033036,26,12,2025,42717,4
103-OBREGO,M3033036,26,12,2025,43441,4
103-OBREGO,M3033036,26,12,2025,43527,10
103-OBREGO,M3033036,26,12,2025,43840,2
103-OBREGO,M3033036,26,12,2025,43880,8
103-OBREGO,M3033036,26,12,2025,44092,13
103-OBREGO,M3033036,26,12,2025,44339,1
103-OBREGO,M3033036,26,12,2025,44403,4
103-OBREGO,M3033036,26,12,2025,44835,6
103-OBREGO,M3033036,26,12,2025,44847,4
103-OBREGO,M3033036,26,12,2025,44941,16
103-OBREGO,M3033036,26,12,2025,45322,10
103-OBREGO,M3033036,26,12,2025,45779,3
103-OBREGO,M3033036,26,12,2025,45880,40
103-OBREGO,M3033036,26,12,2025,48403,1
103-OBREGO,M3033036,26,12,2025,48523,4
103-OBREGO,M3033036,26,12,2025,48719,15
103-OBREGO,M3033036,26,12,2025,49186,8
103-OBREGO,M3033036,26,12,2025,49333,4
103-OBREGO,M3033036,26,12,2025,49521,2
103-OBREGO,M3033036,26,12,2025,49635,4
103-OBREGO,M3033036,26,12,2025,49661,3
103-OBREGO,M3033036,26,12,2025,50114,6
103-OBREGO,M3033036,26,12,2025,50124,4
103-OBREGO,M3033036,26,12,2025,50779,3
103-OBREGO,M3033036,26,12,2025,50821,16
103-OBREGO,M3033036,26,12,2025,51335,6
103-OBREGO,M3033036,26,12,2025,51598,20
103-OBREGO,M3033036,26,12,2025,52083,4
103-OBREGO,M3033036,26,12,2025,52243,4
103-OBREGO,M3033036,26,12,2025,52303,4
103-OBREGO,M3033036,26,12,2025,52347,8
103-OBREGO,M3033036,26,12,2025,52433,26
103-OBREGO,M3033036,26,12,2025,52691,8
103-OBREGO,M3033036,26,12,2025,52862,4
103-OBREGO,M3033036,26,12,2025,53102,4
103-OBREGO,M3033036,26,12,2025,53324,4
103-OBREGO,M3033036,26,12,2025,53849,5
103-OBREGO,M3033036,26,12,2025,54082,4
103-OBREGO,M3033036,26,12,2025,54177,3
103-OBREGO,M3033036,26,12,2025,54211,2
103-OBREGO,M3033036,26,12,2025,55073,6
103-OBREGO,M3033036,26,12,2025,56039,2
103-OBREGO,M3033036,26,12,2025,56400,5
103-OBREGO,M3033036,26,12,2025,56522,8
103-OBREGO,M3033036,26,12,2025,56770,8
103-OBREGO,M3033036,26,12,2025,56955,4
103-OBREGO,M3033036,26,12,2025,58193,8
103-OBREGO,M3033036,26,12,2025,58346,16
103-OBREGO,M3033036,26,12,2025,58935,4
103-OBREGO,M3033036,26,12,2025,59229,3
103-OBREGO,M3033036,26,12,2025,59321,4
103-OBREGO,M3033036,26,12,2025,59755,8
103-OBREGO,M3033036,26,12,2025,59835,30
103-OBREGO,M3033036,26,12,2025,59865,4
103-OBREGO,M3033036,26,12,2025,60225,4
103-OBREGO,M3033036,26,12,2025,60932,2
103-OBREGO,M3033036,26,12,2025,61310,6
103-OBREGO,M3033036,26,12,2025,61764,2
103-OBREGO,M3033036,26,12,2025,62015,4
103-OBREGO,M3033036,26,12,2025,62112,4
103-OBREGO,M3033036,26,12,2025,62286,1
103-OBREGO,M3033036,26,12,2025,63356,2
103-OBREGO,M3033036,26,12,2025,64055,4
103-OBREGO,M3033036,26,12,2025,64273,8
103-OBREGO,M3033036,26,12,2025,64334,4
103-OBREGO,M3033036,26,12,2025,64364,4
103-OBREGO,M3033036,26,12,2025,64709,4
103-OBREGO,M3033036,26,12,2025,65138,2
103-OBREGO,M3033036,26,12,2025,65269,1
103-OBREGO,M3033036,26,12,2025,65289,13
103-OBREGO,M3033036,26,12,2025,65464,4
103-OBREGO,M3033036,26,12,2025,65681,4
103-OBREGO,M3033036,26,12,2025,65889,1
103-OBREGO,M3033036,26,12,2025,66255,4
103-OBREGO,M3033036,26,12,2025,66480,8
103-OBREGO,M3033036,26,12,2025,66539,4
103-OBREGO,M3033036,26,12,2025,66985,4
103-OBREGO,M3033036,26,12,2025,67042,8
103-OBREGO,M3033036,26,12,2025,67114,4
103-OBREGO,M3033036,26,12,2025,67118,7
103-OBREGO,M3033036,26,12,2025,67195,1
103-OBREGO,M3033036,26,12,2025,67256,2
103-OBREGO,M3033036,26,12,2025,68498,4
103-OBREGO,M3033036,26,12,2025,68599,4
103-OBREGO,M3033036,26,12,2025,69099,4
103-OBREGO,M3033036,26,12,2025,69713,4
103-OBREGO,M3033036,26,12,2025,69948,8
103-OBREGO,M3033036,26,12,2025,70511,12
103-OBREGO,M3033036,26,12,2025,70772,4
103-OBREGO,M3033036,26,12,2025,71447,7
103-OBREGO,M3033036,26,12,2025,71991,4
103-OBREGO,M3033036,26,12,2025,72204,4
103-OBREGO,M3033036,26,12,2025,73058,7
103-OBREGO,M3033036,26,12,2025,73566,2
103-OBREGO,M3033036,26,12,2025,73989,5
103-OBREGO,M3033036,26,12,2025,74662,13
103-OBREGO,M3033036,26,12,2025,75109,10
103-OBREGO,M3033036,26,12,2025,75214,4
103-OBREGO,M3033036,26,12,2025,75351,2
103-OBREGO,M3033036,26,12,2025,75445,4
103-OBREGO,M3033036,26,12,2025,75496,12
103-OBREGO,M3033036,26,12,2025,75952,1
103-OBREGO,M3033036,26,12,2025,76357,4
103-OBREGO,M3033036,26,12,2025,76774,12
103-OBREGO,M3033036,26,12,2025,77010,30
103-OBREGO,M3033036,26,12,2025,77650,4
103-OBREGO,M3033036,26,12,2025,77658,4
103-OBREGO,M3033036,26,12,2025,78074,4
103-OBREGO,M3033036,26,12,2025,78075,4
103-OBREGO,M3033036,26,12,2025,78531,30
103-OBREGO,M3033036,26,12,2025,78687,4
103-OBREGO,M3033036,26,12,2025,78804,4
103-OBREGO,M3033036,26,12,2025,79266,4
103-OBREGO,M3033036,26,12,2025,79813,8
103-OBREGO,M3033036,26,12,2025,80033,4
103-OBREGO,M3033036,26,12,2025,80398,4
103-OBREGO,M3033036,26,12,2025,81266,4
103-OBREGO,M3033036,26,12,2025,82315,4
103-OBREGO,M3033036,26,12,2025,82941,4
103-OBREGO,M3033036,26,12,2025,83074,5
103-OBREGO,M3033036,26,12,2025,83425,2
103-OBREGO,M3033036,26,12,2025,83997,4
103-OBREGO,M3033036,26,12,2025,84178,4
103-OBREGO,M3033036,26,12,2025,84454,2
103-OBREGO,M3033036,26,12,2025,85586,8
103-OBREGO,M3033036,26,12,2025,87018,1
103-OBREGO,M3033036,26,12,2025,87125,2
103-OBREGO,M3033036,26,12,2025,87448,19
103-OBREGO,M3033036,26,12,2025,87490,4
103-OBREGO,M3033036,26,12,2025,88019,2
103-OBREGO,M3033036,26,12,2025,89554,8
103-OBREGO,M3033036,26,12,2025,89596,5
103-OBREGO,M3033036,26,12,2025,89861,14
103-OBREGO,M3033036,26,12,2025,89922,4
103-OBREGO,M3033036,26,12,2025,90375,8
103-OBREGO,M3033036,26,12,2025,90855,4
103-OBREGO,M3033036,26,12,2025,91266,4
103-OBREGO,M3033036,26,12,2025,91365,3
103-OBREGO,M3033036,26,12,2025,91640,2
103-OBREGO,M3033036,26,12,2025,92243,4
103-OBREGO,M3033036,26,12,2025,92446,8
103-OBREGO,M3033036,26,12,2025,92480,4
103-OBREGO,M3033036,26,12,2025,92862,8
103-OBREGO,M3033036,26,12,2025,93166,10
103-OBREGO,M3033036,26,12,2025,93775,1
103-OBREGO,M3033036,26,12,2025,93827,20
103-OBREGO,M3033036,26,12,2025,94262,8
103-OBREGO,M3033036,26,12,2025,94550,8
103-OBREGO,M3033036,26,12,2025,94556,4
103-OBREGO,M3033036,26,12,2025,94684,1
103-OBREGO,M3033036,26,12,2025,94777,8
103-OBREGO,M3033036,26,12,2025,95341,4
103-OBREGO,M3033036,26,12,2025,95437,4
103-OBREGO,M3033036,26,12,2025,95554,12
103-OBREGO,M3033036,26,12,2025,95912,4
103-OBREGO,M3033036,26,12,2025,96020,6
103-OBREGO,M3033036,26,12,2025,97570,4
103-OBREGO,M3033036,26,12,2025,97973,7
103-OBREGO,M3033036,26,12,2025,97977,4
103-OBREGO,M3033036,26,12,2025,98945,12
104-MCHIH2,M3033858,26,12,2025,00864,2
104-MCHIH2,M3033858,26,12,2025,00905,15
104-MCHIH2,M3033858,26,12,2025,01121,1
104-MCHIH2,M3033858,26,12,2025,01201,7
104-MCHIH2,M3033858,26,12,2025,01313,21
104-MCHIH2,M3033858,26,12,2025,01318,49
104-MCHIH2,M3033858,26,12,2025,01542,3
104-MCHIH2,M3033858,26,12,2025,01614,12
104-MCHIH2,M3033858,26,12,2025,01637,32
104-MCHIH2,M3033858,26,12,2025,01727,4
104-MCHIH2,M3033858,26,12,2025,01970,11
104-MCHIH2,M3033858,26,12,2025,02076,236
104-MCHIH2,M3033858,26,12,2025,02665,24
104-MCHIH2,M3033858,26,12,2025,02685,1
104-MCHIH2,M3033858,26,12,2025,02872,3
104-MCHIH2,M3033858,26,12,2025,03169,17
104-MCHIH2,M3033858,26,12,2025,03367,5
104-MCHIH2,M3033858,26,12,2025,03370,19
104-MCHIH2,M3033858,26,12,2025,03381,29
104-MCHIH2,M3033858,26,12,2025,03525,12
104-MCHIH2,M3033858,26,12,2025,03591,9
104-MCHIH2,M3033858,26,12,2025,03761,24
104-MCHIH2,M3033858,26,12,2025,04085,264
104-MCHIH2,M3033858,26,12,2025,04147,10
104-MCHIH2,M3033858,26,12,2025,04171,4
104-MCHIH2,M3033858,26,12,2025,04233,29
104-MCHIH2,M3033858,26,12,2025,04238,80
104-MCHIH2,M3033858,26,12,2025,04590,12
104-MCHIH2,M3033858,26,12,2025,04683,21
104-MCHIH2,M3033858,26,12,2025,04958,7
104-MCHIH2,M3033858,26,12,2025,05261,1
104-MCHIH2,M3033858,26,12,2025,05538,13
104-MCHIH2,M3033858,26,12,2025,05599,7
104-MCHIH2,M3033858,26,12,2025,05628,17
104-MCHIH2,M3033858,26,12,2025,05746,21
104-MCHIH2,M3033858,26,12,2025,05821,38
104-MCHIH2,M3033858,26,12,2025,06073,13
104-MCHIH2,M3033858,26,12,2025,06260,2
104-MCHIH2,M3033858,26,12,2025,06297,23
104-MCHIH2,M3033858,26,12,2025,06697,1
104-MCHIH2,M3033858,26,12,2025,07251,19
104-MCHIH2,M3033858,26,12,2025,07282,19
104-MCHIH2,M3033858,26,12,2025,07337,2
104-MCHIH2,M3033858,26,12,2025,07652,2
104-MCHIH2,M3033858,26,12,2025,08179,4
104-MCHIH2,M3033858,26,12,2025,08562,14
104-MCHIH2,M3033858,26,12,2025,08782,5
104-MCHIH2,M3033858,26,12,2025,08806,10
104-MCHIH2,M3033858,26,12,2025,09185,11
104-MCHIH2,M3033858,26,12,2025,09453,10
104-MCHIH2,M3033858,26,12,2025,09518,3
104-MCHIH2,M3033858,26,12,2025,09666,1
104-MCHIH2,M3033858,26,12,2025,09702,8
104-MCHIH2,M3033858,26,12,2025,09711,2
104-MCHIH2,M3033858,26,12,2025,10031,3
104-MCHIH2,M3033858,26,12,2025,10183,7
104-MCHIH2,M3033858,26,12,2025,10199,10
104-MCHIH2,M3033858,26,12,2025,10380,6
104-MCHIH2,M3033858,26,12,2025,10385,2
104-MCHIH2,M3033858,26,12,2025,10423,7
104-MCHIH2,M3033858,26,12,2025,10581,4
104-MCHIH2,M3033858,26,12,2025,10867,1
104-MCHIH2,M3033858,26,12,2025,11194,2
104-MCHIH2,M3033858,26,12,2025,11201,50
104-MCHIH2,M3033858,26,12,2025,11623,2
104-MCHIH2,M3033858,26,12,2025,11781,2
104-MCHIH2,M3033858,26,12,2025,11937,8
104-MCHIH2,M3033858,26,12,2025,11954,18
104-MCHIH2,M3033858,26,12,2025,12184,4
104-MCHIH2,M3033858,26,12,2025,12354,1
104-MCHIH2,M3033858,26,12,2025,12822,8
104-MCHIH2,M3033858,26,12,2025,13155,22
104-MCHIH2,M3033858,26,12,2025,13647,54
104-MCHIH2,M3033858,26,12,2025,13990,6
104-MCHIH2,M3033858,26,12,2025,14003,13
104-MCHIH2,M3033858,26,12,2025,14038,10
104-MCHIH2,M3033858,26,12,2025,14708,79
104-MCHIH2,M3033858,26,12,2025,14791,6
104-MCHIH2,M3033858,26,12,2025,15138,13
104-MCHIH2,M3033858,26,12,2025,15545,19
104-MCHIH2,M3033858,26,12,2025,15701,11
104-MCHIH2,M3033858,26,12,2025,15814,11
104-MCHIH2,M3033858,26,12,2025,15830,16
104-MCHIH2,M3033858,26,12,2025,16461,4
104-MCHIH2,M3033858,26,12,2025,16903,20
104-MCHIH2,M3033858,26,12,2025,17137,16
104-MCHIH2,M3033858,26,12,2025,17305,2
104-MCHIH2,M3033858,26,12,2025,17400,43
104-MCHIH2,M3033858,26,12,2025,17559,28
104-MCHIH2,M3033858,26,12,2025,17650,3
104-MCHIH2,M3033858,26,12,2025,17722,14
104-MCHIH2,M3033858,26,12,2025,17729,28
104-MCHIH2,M3033858,26,12,2025,18754,3
104-MCHIH2,M3033858,26,12,2025,19316,1
104-MCHIH2,M3033858,26,12,2025,19422,73
104-MCHIH2,M3033858,26,12,2025,19679,4
104-MCHIH2,M3033858,26,12,2025,19709,8
104-MCHIH2,M3033858,26,12,2025,19836,7
104-MCHIH2,M3033858,26,12,2025,20008,2
104-MCHIH2,M3033858,26,12,2025,20173,3
104-MCHIH2,M3033858,26,12,2025,20333,4
104-MCHIH2,M3033858,26,12,2025,20563,3
104-MCHIH2,M3033858,26,12,2025,20855,2
104-MCHIH2,M3033858,26,12,2025,20887,6
104-MCHIH2,M3033858,26,12,2025,21012,5
104-MCHIH2,M3033858,26,12,2025,21565,2
104-MCHIH2,M3033858,26,12,2025,21754,1
104-MCHIH2,M3033858,26,12,2025,21818,48
104-MCHIH2,M3033858,26,12,2025,21830,2
104-MCHIH2,M3033858,26,12,2025,21891,1
104-MCHIH2,M3033858,26,12,2025,22051,8
104-MCHIH2,M3033858,26,12,2025,22195,6
104-MCHIH2,M3033858,26,12,2025,23413,3
104-MCHIH2,M3033858,26,12,2025,24663,4
104-MCHIH2,M3033858,26,12,2025,24851,10
104-MCHIH2,M3033858,26,12,2025,25151,25
104-MCHIH2,M3033858,26,12,2025,26134,8
104-MCHIH2,M3033858,26,12,2025,26161,12
104-MCHIH2,M3033858,26,12,2025,26243,4
104-MCHIH2,M3033858,26,12,2025,26678,151
104-MCHIH2,M3033858,26,12,2025,27247,16
104-MCHIH2,M3033858,26,12,2025,28083,25
104-MCHIH2,M3033858,26,12,2025,28399,15
104-MCHIH2,M3033858,26,12,2025,28830,1
104-MCHIH2,M3033858,26,12,2025,29148,22
104-MCHIH2,M3033858,26,12,2025,29221,8
104-MCHIH2,M3033858,26,12,2025,29301,4
104-MCHIH2,M3033858,26,12,2025,29473,5
104-MCHIH2,M3033858,26,12,2025,29516,6
104-MCHIH2,M3033858,26,12,2025,29819,1
104-MCHIH2,M3033858,26,12,2025,30417,20
104-MCHIH2,M3033858,26,12,2025,30588,6
104-MCHIH2,M3033858,26,12,2025,30693,2
104-MCHIH2,M3033858,26,12,2025,30738,7
104-MCHIH2,M3033858,26,12,2025,31459,10
104-MCHIH2,M3033858,26,12,2025,31895,6
104-MCHIH2,M3033858,26,12,2025,32767,8
104-MCHIH2,M3033858,26,12,2025,33386,9
104-MCHIH2,M3033858,26,12,2025,33533,1
104-MCHIH2,M3033858,26,12,2025,33572,5
104-MCHIH2,M3033858,26,12,2025,33985,5
104-MCHIH2,M3033858,26,12,2025,34161,6
104-MCHIH2,M3033858,26,12,2025,34591,9
104-MCHIH2,M3033858,26,12,2025,34753,1
104-MCHIH2,M3033858,26,12,2025,34883,2
104-MCHIH2,M3033858,26,12,2025,35634,8
104-MCHIH2,M3033858,26,12,2025,35666,3
104-MCHIH2,M3033858,26,12,2025,35705,5
104-MCHIH2,M3033858,26,12,2025,36038,13
104-MCHIH2,M3033858,26,12,2025,36160,1
104-MCHIH2,M3033858,26,12,2025,36339,4
104-MCHIH2,M3033858,26,12,2025,36344,6
104-MCHIH2,M3033858,26,12,2025,36349,8
104-MCHIH2,M3033858,26,12,2025,36365,14
104-MCHIH2,M3033858,26,12,2025,36466,18
104-MCHIH2,M3033858,26,12,2025,37549,1
104-MCHIH2,M3033858,26,12,2025,38063,3
104-MCHIH2,M3033858,26,12,2025,38647,4
104-MCHIH2,M3033858,26,12,2025,38984,88
104-MCHIH2,M3033858,26,12,2025,39315,16
104-MCHIH2,M3033858,26,12,2025,39974,1
104-MCHIH2,M3033858,26,12,2025,40065,8
104-MCHIH2,M3033858,26,12,2025,40204,4
104-MCHIH2,M3033858,26,12,2025,40877,16
104-MCHIH2,M3033858,26,12,2025,40907,18
104-MCHIH2,M3033858,26,12,2025,41047,16
104-MCHIH2,M3033858,26,12,2025,41424,4
104-MCHIH2,M3033858,26,12,2025,41581,19
104-MCHIH2,M3033858,26,12,2025,41656,19
104-MCHIH2,M3033858,26,12,2025,42263,16
104-MCHIH2,M3033858,26,12,2025,42377,3
104-MCHIH2,M3033858,26,12,2025,42495,29
104-MCHIH2,M3033858,26,12,2025,44403,7
104-MCHIH2,M3033858,26,12,2025,44701,12
104-MCHIH2,M3033858,26,12,2025,44835,1
104-MCHIH2,M3033858,26,12,2025,44941,24
104-MCHIH2,M3033858,26,12,2025,45806,6
104-MCHIH2,M3033858,26,12,2025,45880,56
104-MCHIH2,M3033858,26,12,2025,47940,7
104-MCHIH2,M3033858,26,12,2025,47997,19
104-MCHIH2,M3033858,26,12,2025,48128,29
104-MCHIH2,M3033858,26,12,2025,48162,4
104-MCHIH2,M3033858,26,12,2025,48268,3
104-MCHIH2,M3033858,26,12,2025,48661,1
104-MCHIH2,M3033858,26,12,2025,49333,11
104-MCHIH2,M3033858,26,12,2025,49521,6
104-MCHIH2,M3033858,26,12,2025,50124,8
104-MCHIH2,M3033858,26,12,2025,50779,8
104-MCHIH2,M3033858,26,12,2025,50950,4
104-MCHIH2,M3033858,26,12,2025,52347,3
104-MCHIH2,M3033858,26,12,2025,52433,5
104-MCHIH2,M3033858,26,12,2025,52862,67
104-MCHIH2,M3033858,26,12,2025,53313,2
104-MCHIH2,M3033858,26,12,2025,53849,20
104-MCHIH2,M3033858,26,12,2025,54053,12
104-MCHIH2,M3033858,26,12,2025,55073,168
104-MCHIH2,M3033858,26,12,2025,56199,4
104-MCHIH2,M3033858,26,12,2025,56955,5
104-MCHIH2,M3033858,26,12,2025,58109,30
104-MCHIH2,M3033858,26,12,2025,58346,1
104-MCHIH2,M3033858,26,12,2025,58668,3
104-MCHIH2,M3033858,26,12,2025,59496,6
104-MCHIH2,M3033858,26,12,2025,59874,8
104-MCHIH2,M3033858,26,12,2025,60225,10
104-MCHIH2,M3033858,26,12,2025,61310,8
104-MCHIH2,M3033858,26,12,2025,61456,56
104-MCHIH2,M3033858,26,12,2025,61518,3
104-MCHIH2,M3033858,26,12,2025,61764,2
104-MCHIH2,M3033858,26,12,2025,62073,11
104-MCHIH2,M3033858,26,12,2025,62112,1
104-MCHIH2,M3033858,26,12,2025,63356,26
104-MCHIH2,M3033858,26,12,2025,63392,8
104-MCHIH2,M3033858,26,12,2025,63420,1
104-MCHIH2,M3033858,26,12,2025,63794,4
104-MCHIH2,M3033858,26,12,2025,63827,1
104-MCHIH2,M3033858,26,12,2025,64055,7
104-MCHIH2,M3033858,26,12,2025,64189,4
104-MCHIH2,M3033858,26,12,2025,64204,9
104-MCHIH2,M3033858,26,12,2025,64273,1
104-MCHIH2,M3033858,26,12,2025,64321,12
104-MCHIH2,M3033858,26,12,2025,64364,4
104-MCHIH2,M3033858,26,12,2025,64690,2
104-MCHIH2,M3033858,26,12,2025,64811,3
104-MCHIH2,M3033858,26,12,2025,65138,8
104-MCHIH2,M3033858,26,12,2025,65269,40
104-MCHIH2,M3033858,26,12,2025,65289,8
104-MCHIH2,M3033858,26,12,2025,65323,8
104-MCHIH2,M3033858,26,12,2025,65681,1
104-MCHIH2,M3033858,26,12,2025,65907,10
104-MCHIH2,M3033858,26,12,2025,66205,1
104-MCHIH2,M3033858,26,12,2025,66206,12
104-MCHIH2,M3033858,26,12,2025,66539,2
104-MCHIH2,M3033858,26,12,2025,66724,1
104-MCHIH2,M3033858,26,12,2025,66985,3
104-MCHIH2,M3033858,26,12,2025,67042,53
104-MCHIH2,M3033858,26,12,2025,67114,15
104-MCHIH2,M3033858,26,12,2025,67198,47
104-MCHIH2,M3033858,26,12,2025,67326,8
104-MCHIH2,M3033858,26,12,2025,67462,7
104-MCHIH2,M3033858,26,12,2025,68049,5
104-MCHIH2,M3033858,26,12,2025,68173,11
104-MCHIH2,M3033858,26,12,2025,68242,13
104-MCHIH2,M3033858,26,12,2025,68420,6
104-MCHIH2,M3033858,26,12,2025,68498,3
104-MCHIH2,M3033858,26,12,2025,69107,5
104-MCHIH2,M3033858,26,12,2025,69948,3
104-MCHIH2,M3033858,26,12,2025,70164,2
104-MCHIH2,M3033858,26,12,2025,70511,3
104-MCHIH2,M3033858,26,12,2025,70740,4
104-MCHIH2,M3033858,26,12,2025,71447,11
104-MCHIH2,M3033858,26,12,2025,72392,6
104-MCHIH2,M3033858,26,12,2025,73058,36
104-MCHIH2,M3033858,26,12,2025,74662,3
104-MCHIH2,M3033858,26,12,2025,75028,6
104-MCHIH2,M3033858,26,12,2025,75198,9
104-MCHIH2,M3033858,26,12,2025,75319,22
104-MCHIH2,M3033858,26,12,2025,75445,25
104-MCHIH2,M3033858,26,12,2025,76187,1
104-MCHIH2,M3033858,26,12,2025,76357,11
104-MCHIH2,M3033858,26,12,2025,76760,10
104-MCHIH2,M3033858,26,12,2025,76774,6
104-MCHIH2,M3033858,26,12,2025,77010,94
104-MCHIH2,M3033858,26,12,2025,77650,2
104-MCHIH2,M3033858,26,12,2025,77658,7
104-MCHIH2,M3033858,26,12,2025,78074,8
104-MCHIH2,M3033858,26,12,2025,78163,10
104-MCHIH2,M3033858,26,12,2025,78303,44
104-MCHIH2,M3033858,26,12,2025,79600,1
104-MCHIH2,M3033858,26,12,2025,80398,14
104-MCHIH2,M3033858,26,12,2025,81266,14
104-MCHIH2,M3033858,26,12,2025,81901,10
104-MCHIH2,M3033858,26,12,2025,82059,9
104-MCHIH2,M3033858,26,12,2025,82941,1
104-MCHIH2,M3033858,26,12,2025,83619,14
104-MCHIH2,M3033858,26,12,2025,83857,9
104-MCHIH2,M3033858,26,12,2025,84138,7
104-MCHIH2,M3033858,26,12,2025,84779,23
104-MCHIH2,M3033858,26,12,2025,85015,3
104-MCHIH2,M3033858,26,12,2025,85586,5
104-MCHIH2,M3033858,26,12,2025,87018,4
104-MCHIH2,M3033858,26,12,2025,87125,65
104-MCHIH2,M3033858,26,12,2025,87129,8
104-MCHIH2,M3033858,26,12,2025,88507,19
104-MCHIH2,M3033858,26,12,2025,89637,11
104-MCHIH2,M3033858,26,12,2025,89861,25
104-MCHIH2,M3033858,26,12,2025,89911,10
104-MCHIH2,M3033858,26,12,2025,90375,20
104-MCHIH2,M3033858,26,12,2025,90665,8
104-MCHIH2,M3033858,26,12,2025,90855,1
104-MCHIH2,M3033858,26,12,2025,91365,1
104-MCHIH2,M3033858,26,12,2025,91993,2
104-MCHIH2,M3033858,26,12,2025,92243,14
104-MCHIH2,M3033858,26,12,2025,92401,10
104-MCHIH2,M3033858,26,12,2025,92480,4
104-MCHIH2,M3033858,26,12,2025,92862,60
104-MCHIH2,M3033858,26,12,2025,92893,27
104-MCHIH2,M3033858,26,12,2025,93166,108
104-MCHIH2,M3033858,26,12,2025,93827,15
104-MCHIH2,M3033858,26,12,2025,93878,8
104-MCHIH2,M3033858,26,12,2025,94228,8
104-MCHIH2,M3033858,26,12,2025,94341,64
104-MCHIH2,M3033858,26,12,2025,94550,13
104-MCHIH2,M3033858,26,12,2025,94556,2
104-MCHIH2,M3033858,26,12,2025,94777,8
104-MCHIH2,M3033858,26,12,2025,95437,4
104-MCHIH2,M3033858,26,12,2025,95912,11
104-MCHIH2,M3033858,26,12,2025,97324,22
104-MCHIH2,M3033858,26,12,2025,97956,4
104-MCHIH2,M3033858,26,12,2025,97973,16
104-MCHIH2,M3033858,26,12,2025,97977,1
104-MCHIH2,M3033858,26,12,2025,98035,4
104-MCHIHU,M3033858,26,12,2025,00538,82
104-MCHIHU,M3033858,26,12,2025,00546,4
104-MCHIHU,M3033858,26,12,2025,00765,4
104-MCHIHU,M3033858,26,12,2025,00805,42
104-MCHIHU,M3033858,26,12,2025,00893,6
104-MCHIHU,M3033858,26,12,2025,01047,8
104-MCHIHU,M3033858,26,12,2025,01088,4
104-MCHIHU,M3033858,26,12,2025,01121,23
104-MCHIHU,M3033858,26,12,2025,01174,14
104-MCHIHU,M3033858,26,12,2025,01180,4
104-MCHIHU,M3033858,26,12,2025,01313,5
104-MCHIHU,M3033858,26,12,2025,01318,20
104-MCHIHU,M3033858,26,12,2025,01560,9
104-MCHIHU,M3033858,26,12,2025,01591,2
104-MCHIHU,M3033858,26,12,2025,01614,10
104-MCHIHU,M3033858,26,12,2025,01983,7
104-MCHIHU,M3033858,26,12,2025,02062,1
104-MCHIHU,M3033858,26,12,2025,02076,20
104-MCHIHU,M3033858,26,12,2025,02357,3
104-MCHIHU,M3033858,26,12,2025,02665,25
104-MCHIHU,M3033858,26,12,2025,02685,16
104-MCHIHU,M3033858,26,12,2025,02717,3
104-MCHIHU,M3033858,26,12,2025,02757,2
104-MCHIHU,M3033858,26,12,2025,02872,30
104-MCHIHU,M3033858,26,12,2025,02932,39
104-MCHIHU,M3033858,26,12,2025,02983,9
104-MCHIHU,M3033858,26,12,2025,02994,16
104-MCHIHU,M3033858,26,12,2025,03069,1
104-MCHIHU,M3033858,26,12,2025,03101,20
104-MCHIHU,M3033858,26,12,2025,03169,8
104-MCHIHU,M3033858,26,12,2025,03548,1
104-MCHIHU,M3033858,26,12,2025,03591,21
104-MCHIHU,M3033858,26,12,2025,03637,4
104-MCHIHU,M3033858,26,12,2025,03697,14
104-MCHIHU,M3033858,26,12,2025,03744,3
104-MCHIHU,M3033858,26,12,2025,03796,10
104-MCHIHU,M3033858,26,12,2025,03822,8
104-MCHIHU,M3033858,26,12,2025,04147,1
104-MCHIHU,M3033858,26,12,2025,04238,18
104-MCHIHU,M3033858,26,12,2025,04253,5
104-MCHIHU,M3033858,26,12,2025,04264,8
104-MCHIHU,M3033858,26,12,2025,04315,2
104-MCHIHU,M3033858,26,12,2025,04474,1
104-MCHIHU,M3033858,26,12,2025,04683,14
104-MCHIHU,M3033858,26,12,2025,04744,9
104-MCHIHU,M3033858,26,12,2025,04785,16
104-MCHIHU,M3033858,26,12,2025,04935,1
104-MCHIHU,M3033858,26,12,2025,05044,2
104-MCHIHU,M3033858,26,12,2025,05071,7
104-MCHIHU,M3033858,26,12,2025,05252,5
